time,B1dw,B1uw,B2dw,B2uw,B3dw,B3uw,B4dw,B4uw,B5dw,B5uw,B6dw,B6uw,B7dw,B7uw,Dsd1,Dsd10,Dsd11,Dsd12,Dsd13,Dsd14,Dsd15,Dsd16,Dsd17,Dsd18,Dsd19,Dsd2,Dsd20,Dsd21,Dsd22,Dsd23,Dsd24,Dsd25,Dsd26,Dsd27,Dsd28,Dsd29,Dsd3,Dsd30,Dsd31,Dsd32,Dsd4,Dsd5,Dsd6,Dsd7,Dsd8,Dsd9,LWdw,LWuw,P,PARdw,PARuw,RH,SWdw,SWuw,S_dw,S_uw,Tabove,Tair,Tbelow,deployment_id,device_id,dqs,group_id,lat,long
2016-11-15T02:27:36Z,0.960394795,1.073439743,0.422129552,0.430770706,0.444369103,0.425412072,0.351972339,0.359560734,0.164366775,0.160707259,0.053181755,0.054328334,0.002203,0.002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1720536,-382.6754916,101400,75.192348,-89.22527393,49.59,39.2702583,-47.1154259,5.78E-14,2.60E-13,10.47537648,10,13.42356768,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T02:32:37Z,1.005710227,1.09634109,0.383703996,0,0.463326133,0.434992507,0.336957005,0.359560734,0.167948429,0.164366775,0.053742847,0.054889426,0.002157,0.002111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.5827374,-382.1714021,101400,79.5644344,0,48.64,41.55364174,0,5.78E-14,2.60E-13,10.36148218,9.955,13.32913038,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T02:37:38Z,1.005710227,1.073439743,0.409443603,0,0.434992507,0.416035476,0.3445454,0.359560734,0.169739256,0.164366775,0.052620663,0,0.002227,0.002227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.114025,-382.0948926,101400,76.0592272,-88.3224225,48.3,39.72299812,-46.638675,5.78E-14,2.60E-13,10.27079831,9.981,13.31478874,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T02:42:39Z,1.016917269,1.09634109,0.422129552,0.417900902,0.439680805,0.439680805,0.333243536,0.359560734,0.167948429,0.169739256,0.053742847,0.055450518,0.002134,0.00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.5975189,-381.6147278,101400,76.0592272,-88.3224225,48.42,39.72299812,-46.638675,5.78E-14,2.60E-13,10.17076669,9.717,13.2247331,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T02:47:40Z,0.994503184,1.039818616,0.400802449,0.422129552,0.439680805,0.439680805,0.3445454,0.359560734,0.167948429,0.166157602,0.052620663,0.054328334,0.002134,0.002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.2083281,-381.0272672,101400,74.2877784,-87.41957107,51.18,38.79783414,-46.1619241,5.78E-14,2.60E-13,9.901195507,9.488,13.11443832,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T02:52:42Z,0.960394795,1.085134048,0.413672253,0.413672253,0.444369103,0.425412072,0.34083193,0.363274203,0.167948429,0.164366775,0.052620663,0.054889426,0.002203,0.002111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.7266748,-380.1005196,101400,74.2877784,-87.41957107,52.89,38.79783414,-46.1619241,5.77E-14,2.60E-13,9.417707559,9.225,12.94018334,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T02:57:42Z,1.016917269,1.09634109,0.39234515,0,0.444369103,0.434992507,0.329530066,0.363274203,0.160707259,0.173398772,0.052620663,0.054889426,0.002227,0.00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.2641281,-379.3120426,101400,70.8202616,-89.22527393,52.94,36.98687486,-47.1154259,5.77E-14,2.60E-13,9.327317045,9.061,12.79167613,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:02:43Z,1.016917269,1.107548132,0.3881165,0.422129552,0.420723774,0.420723774,0.359560734,0.351972339,0.173398772,0.166157602,0.053742847,0.055450518,0.002111,0.002134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.6394163,-378.4841792,101400,70.8202616,-90.12812536,54.64,36.98687486,-47.5921768,5.76E-14,2.59E-13,9.205098497,8.764,12.63550126,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:07:45Z,0.926773668,1.062232701,0.400802449,0.417900902,0.425412072,0.430304209,0.3445454,0.370701142,0.171530083,0.162498086,0.05149848,0.05601161,0.002064,0.002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.3096854,-377.9426221,101400,70.8202616,-90.12812536,54.78,36.98687486,-47.5921768,5.76E-14,2.59E-13,9.336223675,8.664,12.53319884,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:12:46Z,0.9720891,1.09634109,0.400802449,0.417900902,0.430304209,0.416035476,0.351972339,0,0.167948429,0.162498086,0.0503519,0.053181755,0.00218,0.002087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0632019,-377.7518763,101400,74.2877784,-86.47746523,53.32,38.79783414,-45.6644449,5.76E-14,2.59E-13,9.678404378,8.665,12.49713997,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:17:47Z,0.949187753,1.09634109,0.3965738,0,0.439680805,0.416035476,0.336957005,0.363274203,0.162498086,0.158916432,0.052059572,0.054328334,0.002041,0.002134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.135714,-377.7193937,101400,74.2877784,-90.12812536,55.16,38.79783414,-47.5921768,5.76E-14,2.59E-13,9.692527662,8.632,12.49099806,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:22:48Z,1.005710227,1.107548132,0.409443603,0.413672253,0.425412072,0.434992507,0.322103127,0.351972339,0.164366775,0.166157602,0.053181755,0.054328334,0.002041,0.002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.5730878,-377.6801956,101400,75.192348,-86.47746523,56.55,39.2702583,-45.6644449,5.76E-14,2.59E-13,9.777670709,8.663,12.48358582,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:27:49Z,0.994503184,1.085134048,0.3881165,0.422129552,0.434992507,0.430304209,0.336957005,0.355685809,0.164366775,0.166157602,0.0503519,0.054889426,0.002087,0.002157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.3068124,-377.8800799,101400,74.2877784,-89.22527393,58.23,38.79783414,-47.1154259,5.76E-14,2.59E-13,9.920331664,8.727,12.52137728,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:32:50Z,0.960394795,1.051025658,0.405031099,0.422129552,0.434992507,0.4490574,0.333243536,0.359560734,0.166157602,0.166157602,0.054328334,0.054889426,0.002157,0.002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.156039,-378.3350865,101400,72.55402,-90.12812536,56.15,37.8923545,-47.5921768,5.76E-14,2.59E-13,9.891033812,9.11,12.60734797,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:37:51Z,0.960394795,1.073439743,0.405031099,0,0.444369103,0.411347178,0.336957005,0.355685809,0.167948429,0.166157602,0.052620663,0.053742847,0.002087,0.00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.573708,-378.2655991,101400,72.55402,-90.12812536,56.94,37.8923545,-47.5921768,5.76E-14,2.59E-13,9.777791387,9.048,12.59422376,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:42:52Z,1.016917269,1.09634109,0.413672253,0.422129552,0.453949537,0.439680805,0.336957005,0.363274203,0.160707259,0.160707259,0.052620663,0.055450518,0.002157,0.002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.9487926,-378.111403,101400,74.2877784,-87.41957107,57.35,38.79783414,-46.1619241,5.76E-14,2.59E-13,9.850747428,8.835,12.56509404,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:47:53Z,1.005710227,1.028611574,0.39234515,0.422129552,0.425412072,0.420723774,0.333243536,0.359560734,0.167948429,0.160707259,0.053742847,0.05601161,0.002111,0.002041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.3437622,-377.8724033,101400,72.55402,-87.41957107,60.57,37.8923545,-46.1619241,5.76E-14,2.59E-13,9.733037749,8.661,12.51992615,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:52:55Z,0.9720891,1.107548132,0.3965738,0.413672253,0.434992507,0.430304209,0.333243536,0.355685809,0.166157602,0.167948429,0.053181755,0.05601161,0.002087,0.002064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.4984213,-377.6298631,101400,73.4208992,-88.3224225,61.35,38.34509432,-46.638675,5.76E-14,2.59E-13,9.568328838,8.605,12.47406726,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T03:57:56Z,0.983296142,1.085134048,0.375246697,0.422129552,0.444369103,0.430304209,0.333243536,0.366987673,0.175189599,0.167948429,0.053742847,0.054328334,0.002134,0.002041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.6711285,-377.5701258,101400,76.0592272,-87.41957107,60.98,39.72299812,-46.1619241,5.76E-14,2.59E-13,9.602003046,8.61,12.46276889,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:02:57Z,0.960394795,1.073439743,0.3965738,0,0.430304209,0.420723774,0.322103127,0.370701142,0.166157602,0.164366775,0.053742847,0,0.002227,0.00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.4160349,-377.2309206,101400,73.4208992,-90.12812536,62.67,38.34509432,-47.5921768,5.76E-14,2.59E-13,9.35701212,8.453,12.39858812,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:07:58Z,0.994503184,1.09634109,0.3965738,0.422129552,0.439680805,0.434992507,0.329530066,0.359560734,0.167948429,0.162498086,0.053742847,0.054889426,0.002134,0.002157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.4242346,-376.782759,101400,75.192348,-87.41957107,65.76,39.2702583,-46.1619241,5.75E-14,2.59E-13,9.358614756,8.435,12.31372539,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:12:59Z,1.005710227,1.062232701,0.400802449,0.422129552,0.430304209,0.420723774,0.333243536,0.370701142,0.166157602,0.164366775,0.052059572,0.055450518,0.002087,0.002227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.2350845,-376.9221061,101400,76.0592272,-88.3224225,67.39,39.72299812,-46.638675,5.75E-14,2.59E-13,9.711878752,8.523,12.3401199,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:18:02Z,0.93798071,0.960394795,0.375246697,0.383703996,0.401766744,0.397078446,0.329530066,0.322103127,0.151675262,0.151675262,0.05149848,0.048083138,0.001995,0.001948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4221133,-376.8275294,101400,70.8202616,-81.02110224,67.74,36.98687486,-42.7832112,5.76E-14,2.59E-13,9.748289361,8.328,12.3222064,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:23:03Z,1.005710227,1.062232701,0.375246697,0,0.416035476,0.416035476,0.333243536,0.359560734,0.164366775,0.169739256,0.052620663,0.054328334,0.002111,0.002203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.2883028,-376.7773839,101400,73.4208992,-89.22527393,65.65,38.34509432,-47.1154259,5.76E-14,2.59E-13,9.527343993,8.266,12.31270712,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:28:04Z,0.994503184,1.09634109,0.409443603,0,0.425412072,0.416035476,0.348258869,0.359560734,0.169739256,0.162498086,0.050912992,0.054328334,0.002134,0.00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.1376159,-376.8634512,101300,76.0592272,-89.22527393,65.15,39.72299812,-47.1154259,5.76E-14,2.59E-13,9.692898072,8.358,12.32901064,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:33:06Z,1.016917269,1.051025658,0.409443603,0.422129552,0.439680805,0.420723774,0.333243536,0.355685809,0.162498086,0.167948429,0.052620663,0.053742847,0.002203,0.002157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6350657,-376.8508272,101300,74.2877784,-85.5746138,66.46,38.79783414,-45.187694,5.76E-14,2.59E-13,9.78972967,8.285,12.32661949,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:38:07Z,1.016917269,1.09634109,0.3965738,0.422129552,0.434992507,0.430304209,0.351972339,0.366987673,0.164366775,0.167948429,0.052059572,0.05601161,0.002111,0.002111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6216818,-376.8062026,101300,76.9261064,-89.22527393,68.22,40.17573794,-47.1154259,5.76E-14,2.59E-13,9.787125706,8.266,12.31816648,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:43:08Z,0.9720891,1.062232701,0.413672253,0.422129552,0.439680805,0.434992507,0.348258869,0.355685809,0.169739256,0.166157602,0.053742847,0.055450518,0.002041,0.00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.7903484,-376.7576252,101300,76.0592272,0,68.89,39.72299812,0,5.76E-14,2.59E-13,9.819936028,8.221,12.30896388,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:48:09Z,1.039818616,1.073439743,0.405031099,0.422129552,0.458637835,0.430304209,0.359560734,0.363274203,0.166157602,0.164366775,0.054889426,0.055450518,0.002064,0.00225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.853839,-376.7576252,101300,77.7929856,-84.67176237,67.09,40.62847776,-44.7109431,5.76E-14,2.59E-13,9.637614612,8.23,12.30896388,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:53:10Z,0.9720891,1.085134048,0.405031099,0.417900902,0.430304209,0.439680805,0.3445454,0.351972339,0.166157602,0.162498086,0.054889426,0.054889426,0.002134,0.002227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.5793096,-376.7633337,101300,76.0592272,-89.22527393,63.36,39.72299812,-47.1154259,5.75E-14,2.59E-13,9.193330854,8.371,12.31004535,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T04:58:11Z,0.983296142,1.118755175,0.405031099,0,0.430304209,0.420723774,0.336957005,0.363274203,0.166157602,0.167948429,0.054328334,0.054889426,0.002203,0.002157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.1283842,-376.2629258,101300,71.6871408,-90.12812536,67.28,37.43961468,-47.5921768,5.75E-14,2.59E-13,8.908822448,8.206,12.21519623,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T05:03:13Z,0.93798071,1.062232701,0.400802449,0,0.434992507,0.420723774,0.329530066,0.366987673,0.164366775,0.164366775,0.053181755,0.054889426,0.002157,0.002111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.2655898,-375.9006431,101300,72.55402,-88.3224225,67.41,37.8923545,-46.638675,5.75E-14,2.59E-13,9.13188717,8.329,12.1464688,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T05:08:13Z,1.016917269,1.073439743,0.417900902,0.422129552,0.444369103,0.420723774,0.333243536,0.363274203,0.167948429,0.167948429,0.052059572,0.054889426,0.00218,0.00218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.2480705,-375.9517674,101300,73.4208992,-90.12812536,71.29,38.34509432,-47.5921768,5.75E-14,2.59E-13,9.519494407,8.197,12.15617041,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T05:13:14Z,0.915566626,1.016917269,0.3881165,0.409443603,0.430304209,0.406658881,0.322103127,0.348258869,0.155334778,0.162498086,0.052620663,0.050912992,0.002041,0.002111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.8948093,-376.6542734,101300,72.55402,-86.47746523,70.27,37.8923545,-45.6644449,5.75E-14,2.59E-13,10.03450274,8.446,12.28938174,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T05:18:16Z,1.016917269,1.051025658,0.400802449,0,0.434992507,0.430304209,0.333243536,0.363274203,0.176980426,0.157125605,0.05149848,0.054889426,0.002134,0.002087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.4203955,-377.3258512,101300,73.4208992,-87.41957107,62.43,38.34509432,-46.1619241,5.76E-14,2.59E-13,9.9423968,8.919,12.41655423,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T05:30:18Z,1.005710227,1.09634109,0.383703996,0.422129552,0.444369103,0.420723774,0.34083193,0.366987673,0.160707259,0.164366775,0.052620663,0.054328334,0.002064,0.002087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.8337649,-377.762828,101300,76.0592272,-87.41957107,66.04,39.72299812,-46.1619241,5.76E-14,2.59E-13,10.02265621,8.69,12.49921067,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
2016-11-15T05:44:21Z,0.983296142,1.09634109,0.405031099,0.417900902,0.463326133,0.444369103,0.3445454,0.363274203,0.160707259,0.166157602,0.053181755,0.055450518,0.002203,0.002157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.1801628,-377.7732776,101300,75.192348,-90.12812536,67.63,39.2702583,-47.5921768,5.76E-14,2.59E-13,10.08985998,8.513,12.50118638,ee905f92-6ded-4462-9201-d888991123e4,a151e49c-a685-4bce-bd48-d1c07d73e815,4,573a199417d33307faa9e48b,40.46219,-74.42953
